CO_ID;CL_ID;DATA;CL_GENERO;CL_SEG;QTD_ITENS;QTD_PRODUTOS_DISTINTOS;QTD_CATEGORIAS_DISTINTAS;CATEGORIAS
402157;962;28/09/2020;M;B;48;48;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
402218;149;28/09/2020;M;A;2;2;2;['ALIMENTOS', 'HIGIENE']
402247;581;28/09/2020;F;C;70;70;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402274;121;28/09/2020;F;B;15;15;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
402336;929;28/09/2020;M;B;21;21;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402339;958;28/09/2020;M;B;75;75;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402348;421;28/09/2020;M;C;11;11;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402411;201;10/01/2020;M;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402478;332;10/01/2020;F;C;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402480;311;10/01/2020;F;C;37;37;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402533;24;10/01/2020;F;C;39;39;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402605;773;10/01/2020;M;B;8;8;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
402653;441;10/01/2020;M;B;5;5;2;['ALIMENTOS', 'HIGIENE']
402727;589;10/01/2020;F;C;22;22;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402747;568;10/01/2020;F;A;71;71;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402817;459;10/01/2020;F;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
402846;554;10/01/2020;F;A;3;3;2;['ALIMENTOS', 'LIMPEZA']
402926;899;10/01/2020;F;C;15;15;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
402940;55;10/01/2020;F;B;65;65;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403015;46;10/01/2020;F;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403108;151;10/05/2020;F;B;18;18;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
403179;99;10/05/2020;F;C;29;29;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403213;708;10/05/2020;F;B;15;15;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
403279;884;10/05/2020;F;C;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403322;760;10/05/2020;F;A;22;22;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
403351;774;10/05/2020;F;B;24;24;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403372;211;10/05/2020;M;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403384;621;10/05/2020;F;B;16;16;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
403432;391;10/05/2020;F;A;42;42;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
403510;363;10/05/2020;F;B;35;35;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
403530;718;10/05/2020;F;B;7;7;3;['ALIMENTOS', 'HIGIENE', 'PET']
403618;824;10/05/2020;F;B;61;61;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403667;875;10/05/2020;F;B;23;23;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
403727;474;10/05/2020;M;B;23;23;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403739;520;10/05/2020;M;B;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403765;978;10/05/2020;F;C;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403855;461;10/05/2020;M;C;33;33;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403868;118;10/05/2020;M;A;31;31;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
403887;997;10/05/2020;M;C;59;59;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
403920;13;10/05/2020;M;B;27;27;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
403948;878;10/05/2020;F;C;12;12;3;['ALIMENTOS', 'BEBIDAS', 'HIGIENE']
403970;684;10/05/2020;F;C;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404048;977;10/05/2020;M;C;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404117;347;10/05/2020;F;B;14;14;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404161;39;10/05/2020;M;C;39;39;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404176;174;10/05/2020;M;C;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404180;242;10/05/2020;F;B;67;67;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404190;1;10/05/2020;M;C;10;10;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
404258;156;10/05/2020;F;B;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404314;558;10/05/2020;F;C;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
404407;40;10/05/2020;M;B;49;49;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404449;353;10/05/2020;M;B;20;20;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
404509;161;10/05/2020;M;B;60;60;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404601;858;10/05/2020;F;C;2;2;2;['BEBIDAS', 'HIGIENE']
404611;678;10/05/2020;F;C;59;59;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404616;37;10/05/2020;M;B;70;70;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404677;318;10/05/2020;M;B;5;5;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
404723;744;10/05/2020;M;A;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404795;599;10/05/2020;F;C;14;14;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
404870;4;10/05/2020;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404890;861;10/05/2020;M;B;7;7;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
404930;801;10/05/2020;M;B;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
404999;415;10/05/2020;F;B;13;13;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
405036;843;10/05/2020;F;C;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405119;985;10/05/2020;M;B;49;49;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405178;170;10/05/2020;F;B;36;36;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405216;36;10/05/2020;F;C;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405239;398;10/05/2020;F;B;37;37;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405334;821;10/07/2020;F;B;44;44;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405425;495;10/07/2020;F;A;72;72;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405523;747;10/07/2020;M;B;40;40;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405525;736;10/07/2020;M;C;70;70;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405618;672;10/07/2020;F;B;66;66;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405696;868;10/07/2020;M;B;6;6;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
405751;578;10/07/2020;M;B;6;6;3;['ALIMENTOS', 'BEBIDAS', 'HIGIENE']
405833;408;10/07/2020;F;B;5;5;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
405904;671;10/07/2020;M;C;72;72;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
405929;94;10/07/2020;M;C;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406006;1;10/07/2020;M;C;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406017;491;10/07/2020;M;A;49;49;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
406037;981;10/07/2020;F;C;42;42;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406087;809;10/07/2020;F;B;60;60;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
406123;901;10/07/2020;F;B;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406171;773;10/07/2020;M;B;18;18;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
406192;758;10/07/2020;F;B;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406282;278;10/07/2020;F;C;77;77;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406305;585;10/07/2020;F;B;20;20;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
406392;196;10/07/2020;M;B;70;70;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406469;442;10/07/2020;F;B;70;70;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406532;232;10/07/2020;M;B;41;41;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406629;710;14/10/2020;F;C;45;45;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406634;565;14/10/2020;F;B;21;21;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406672;230;14/10/2020;M;A;54;54;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406720;918;14/10/2020;F;C;54;54;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
406813;811;14/10/2020;M;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406852;668;14/10/2020;M;A;72;72;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406856;966;14/10/2020;F;B;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406912;197;14/10/2020;F;B;63;63;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406926;596;14/10/2020;M;B;6;6;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
406957;854;14/10/2020;F;C;10;10;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
406967;264;14/10/2020;F;B;25;25;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
406986;230;14/10/2020;M;A;49;49;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407019;509;14/10/2020;F;C;4;4;2;['ALIMENTOS', 'LIMPEZA']
407091;953;14/10/2020;M;B;54;54;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407142;492;14/10/2020;F;C;5;5;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
407173;834;14/10/2020;M;B;26;26;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407248;848;14/10/2020;F;A;44;44;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407339;240;14/10/2020;M;B;28;28;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407430;866;14/10/2020;M;C;56;56;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407455;344;14/10/2020;M;B;65;65;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407547;195;14/10/2020;M;B;7;7;2;['ALIMENTOS', 'LIMPEZA']
407619;968;14/10/2020;F;B;32;32;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
407626;999;14/10/2020;M;C;58;58;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407654;260;14/10/2020;F;C;51;51;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407730;751;14/10/2020;F;B;24;24;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
407771;745;14/10/2020;F;B;48;48;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
407785;335;14/10/2020;F;C;29;29;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407833;835;14/10/2020;F;A;2;2;1;['ALIMENTOS']
407907;808;14/10/2020;F;B;38;38;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407910;701;14/10/2020;M;B;29;29;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
407971;866;14/10/2020;M;C;16;16;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
408008;972;18/10/2020;M;C;47;47;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
408070;697;18/10/2020;M;C;28;28;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408093;135;18/10/2020;M;B;23;23;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
408171;480;18/10/2020;F;C;26;26;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
408213;393;18/10/2020;F;B;2;2;2;['ALIMENTOS', 'LIMPEZA']
408226;915;18/10/2020;F;B;18;18;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
408236;664;18/10/2020;M;B;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408269;946;18/10/2020;M;B;29;29;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408276;466;18/10/2020;F;C;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408348;780;18/10/2020;M;B;49;49;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408405;916;18/10/2020;F;C;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408418;550;18/10/2020;M;B;56;56;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408441;271;18/10/2020;F;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408535;208;18/10/2020;M;B;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408582;485;18/10/2020;M;B;72;72;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408653;682;18/10/2020;F;B;45;45;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408727;989;18/10/2020;M;B;39;39;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
408765;25;18/10/2020;M;C;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408849;405;18/10/2020;F;B;44;44;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408926;607;18/10/2020;F;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
408992;543;18/10/2020;M;B;17;17;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
409058;295;18/10/2020;F;B;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409060;692;18/10/2020;F;B;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409133;387;18/10/2020;M;B;57;57;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409164;547;18/10/2020;F;C;20;20;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409234;748;18/10/2020;M;B;23;23;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
409307;488;18/10/2020;M;B;25;25;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409315;667;18/10/2020;F;C;50;50;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
409363;378;18/10/2020;F;C;12;12;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
409381;750;18/10/2020;M;C;44;44;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409405;700;18/10/2020;F;C;67;67;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409434;722;18/10/2020;F;B;22;22;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409508;26;18/10/2020;F;A;23;23;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409540;434;18/10/2020;M;B;20;20;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
409637;723;18/10/2020;M;B;14;14;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
409725;163;18/10/2020;F;A;21;21;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
409749;706;18/10/2020;F;A;26;26;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
409778;943;18/10/2020;F;C;42;42;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
409854;369;18/10/2020;F;C;71;71;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409901;858;18/10/2020;F;C;75;75;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
409999;702;18/10/2020;M;B;70;70;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410020;209;18/10/2020;F;B;14;14;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410079;11;18/10/2020;F;A;62;62;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
410140;122;18/10/2020;M;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410235;295;18/10/2020;F;B;39;39;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
410288;815;18/10/2020;F;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410342;181;18/10/2020;F;B;62;62;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410364;43;18/10/2020;M;B;3;3;3;['ALIMENTOS', 'HIGIENE', 'PET']
410423;463;18/10/2020;M;B;45;45;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410496;168;18/10/2020;F;B;8;8;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
410538;810;18/10/2020;M;B;69;69;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410564;851;18/10/2020;F;B;5;5;3;['ALIMENTOS', 'BEBIDAS', 'LIMPEZA']
410655;310;18/10/2020;M;C;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410665;388;18/10/2020;F;B;19;19;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
410752;715;18/10/2020;F;B;59;59;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410786;387;18/10/2020;M;B;24;24;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410789;569;18/10/2020;M;A;70;70;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410820;692;18/10/2020;F;B;46;46;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410842;241;20/10/2020;M;B;59;59;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
410914;146;20/10/2020;F;B;38;38;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
410986;552;20/10/2020;M;B;41;41;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411023;817;20/10/2020;M;B;59;59;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411033;402;20/10/2020;M;C;24;24;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
411123;680;20/10/2020;F;C;34;34;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
411135;87;20/10/2020;M;A;69;69;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411177;634;20/10/2020;F;C;6;6;3;['ALIMENTOS', 'HIGIENE', 'PET']
411261;124;20/10/2020;F;B;69;69;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411356;542;20/10/2020;M;B;49;49;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
411440;257;20/10/2020;M;C;2;2;1;['ALIMENTOS']
411464;370;20/10/2020;M;B;22;22;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
411514;868;20/10/2020;M;B;44;44;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411543;176;20/10/2020;F;B;19;19;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411630;826;20/10/2020;F;C;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411722;947;20/10/2020;F;B;25;25;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
411802;416;20/10/2020;M;C;12;12;2;['ALIMENTOS', 'HIGIENE']
411898;617;20/10/2020;F;C;27;27;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
411923;644;20/10/2020;M;C;2;2;2;['HIGIENE', 'LIMPEZA']
411995;270;20/10/2020;F;B;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
412022;499;20/10/2020;M;B;17;17;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
412051;296;20/10/2020;F;B;14;14;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
